name,short_description,detail,tags,established_date,size,address,branches,impressum_link,website
Kb&B – The Kids Group GmbH & Co. KG,"Strategien, Konzepte, Kampagnen, Services im Kinder- und Familienmarketing für (inter-)nationale Kunden","Du bist verrückt genug, um von Kindern ernst genommen zu werden? Du bist ernst genug, um von Erwachsenen nicht für verrückt erklärt zu werden? Willkommen in der Welt von KB&B – The Kids Group. Wir sind die führende Agentur für Kinder- und Familienmarketing. Unsere Kunden sind in ganz Europa zu finden, ihre Produkte und Dienstleistungen in jedem Kinderzimmer. Seit über 20 Jahren erarbeiten wir Strategien, Konzepte, Kampagnen, Services und Lösungen für große nationale und internationale Unternehmen wie z.B. Lufthansa, Deutsche Bahn, Sony, Migros oder Ravensburger. Als inhabergeführte Agentur denken, beraten und handeln wir crossmedial und interdisziplinär.",,1998,20—49,Kb&B – The Kids Group GmbH & Co. KGD-21079 HamburgDeutschland,Werbeagenturen,http://www.kbundb.de,https://www.kbundb.de/
Make Relations GMBH,"MAKE RELATIONS ist die One-Stop-Agentur für Customer Engagement. Wir bewegen zum Klicken, zum Kaufen, zum Liken und Sharen.","MAKE RELATIONS IST EINE INHABERGEFÜHRTE WERBEAGENTUR MIT FOKUS AUF DIALOGMARKETING (CUSTOMER ENGAGEMENT) UND BIETET CONSULTING, KREATION UND MEDIA AUS EINER HAND.DIE AGENTUR MIT SITZ IN FRANKFURT ERSCHAFFT UND PFLEGT NACHHALTIGE BEZIEHUNGEN ZWISCHEN MENSCHEN, MARKEN UND PRODUKTEN – IN JEDEM RELEVANTEN KANAL.ALS TEIL DER CENTRICITY GROUP IST MAKE EINE DER GRÖSSTEN INHABERGEFÜHRTEN AGENTUREN DEUTSCHLANDS.Unsere Leistungen:CRM, Consulting & Analytics, Dialogmarketing, Social Media- & Online Marketing, Content Marketing, Influencer Marketing, Public Relations, Branded Entertainment, Customer Touchpoints- & Journeys, Lead Generation, Loyalty Programs, Marketing Automation, Campaign- & Media Planning, Performance Marketing.",,2013,20—49,Make Relations GMBHJakob-Latscha-Straße 3D-60314 FrankfurtDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://makerelations.de/impressum,https://makerelations.de/
Model Management Heidi Gross GmbH & Co. KG,Modelagentur,Model Management Heidi Gross GmbH & Co. KG ist seit 30 Jahren eine führende und überaus erfolgreich tätige Modelagentur. Zu unserem Portfolio gehört auch eine erhebliche Anzahl internationaler Models mit Weltruhm.,,1988,5—9,Model Management Heidi Gross GmbH & Co. KGD-20146 HamburgDeutschland,"Werbeagenturen
Modefotografen/
People-
Fotografen
PR-
Agenturen",,https://www.model-management.de/
Alex Jacobi Audiovisual Intelligence GmbH,Everthing audio with love and data,"Wir sind eine interdisziplinäres Team aus 30 Tonmeistern, Sales & Projektmanagern und Softwareentwicklern in einem crazy Transformationsprozess.Bis vor 2 Jahren waren wir eine Audio Postproduktion für Werbung und betreiben seit 2010 die Voiceover Agency sprechersprecher.de. 2016 haben wir zusätzlich angefangen, eine internationale Marktforschung aufzubauen und entwicklen heute Algorithmen, die vorhersagen können wie Menschen emotional auf Musik und Stimmen reagieren. Damit helfen wir Kreationen besser zu machen und geben Kreativen Tools mit denen sie große Ideen realisieren können. Unsere Kunden sind Brands wie Beiersdorf, Coca Cola, Ferrero, Daimler Benz, Online-Businesses wie Auto1, Trivago und Dreamlines, klassische Industriekunden sowie alle relevanten Agenturen. (JvM, Serviceplan, FCB, BBDO…)Unsere Produkte:Sprachaufnahmendatenunterstütztes Music Sourcing und Voice CastingKonzeption und Poduktion von CommercialsConsulting und MarktforschungPodcasts","Audio, Ai, Ki, Advertising, Marktforschung, Creative",2017,20—49,Alex Jacobi Audiovisual Intelligence GmbHD-52068 AachenDeutschland,"Werbeagenturen
Audio/
Musik
Sprecher",https://www.alexjacobi.ai/impressum,https://www.alexjacobi.ai/
pragmatic_apps,Wir machen Apps.,"Einfache und kundenorientierte Lösungen aus Stuttgart, München und Zürich. Die Profis für plattformübergreifende App-Entwicklung und innovative Web-Anwendungen. Flexibel und skalierbar. Stabiler Betrieb und kontinuierliche Weiterentwicklungen.","App-Entwicklung, Stuttgart, Appentwickler, App Design",2010,10—19,pragmatic_appsD-70192 StuttgartDeutschland,"Screendesign
Internetagenturen
Web-
Konzepter",https://www.pragmatic-apps.de/de/impressum/,https://www.pragmatic-apps.de/de/
Electric Dance Theatre,Geschäftsführer,Wir realisieren 3D Multimedia Shows! Produktpräsentationen benötigen auf einer Bühne eine besondere Art der Darstellung. Wir erschaffen holographische Päsentationen oder individuelle 3D Bühnenshow’s. Selbst PowerPoint Präsentationen eines Vorstandes oder Geschäftsführer können wir holographisch erzeugen und somit wird ein Vortrag zum Futuretalk.The Future is Now!,"Hologamm Show, Präsentationen, 3D, Show",2009,5—9,Electric Dance TheatreD-60433 FrankfurtDeutschland,"Messe
Eventagenturen
Werbeagenturen",http://http://www.electricdancetheatre.de/kontakt/,http://www.electricdancetheatre.de/
spotville GmbH,On Air Promotion,"Nichts fällt schneller auf als bewegte Bilder.Und nichts kommt schneller im Kopf an: Video-Content ist die erste Wahl für zeitgemäße Markenkommunikation – und um die richtigen Emotionen zu transportieren.spotville ist der Ort, an dem Marken in Bewegung kommen und Bilder schöner laufen lernen. Hier entwickeln wir Content, der Zuschauer zu Mitfühlern macht und perfekt in den Bann zieht – im TV, im Web oder live vor Ort.Warum das mit uns so gut läuft? Weil wir für gute Ideen alles geben.Und vor allem keine Anfänger sind: Mit uns können Sie auf ein jahrelang eingespieltes Team zählen, das mehr möglich macht.Damit Sie dort bewegend sind, wo andere nur zeigen.","Schnitt, On Air Promotion, Trailer",2018,5—9,spotville GmbHD-50823 KölnDeutschland,"Werbeagenturen
Animation/
3D
Film/
Video",http://spotville.de/legal-notice,http://spotville.de/
kubix GmbH,temporäre Bauten – Ausstellungen – Messen – Retail – Sonderbau,"Seit 2001 realisiert die Firma kubix die gesamte Bandbreite erzählender Räume – von Kunstprojekten bis Markendarstellungen. Wir planen und realisieren Ausstellungs- und Messebauten, Roadshows, Sonderbauten und vieles mehr. Dabei liegt unsere Stärke in den Kompetenzen unserer Mitarbeiter*innen und in der Art, wie wir als Team agieren und Verantwortung teilen. So meistern wir jede Herausforderungen auf die bestmögliche Weise.","Temporäre Bauten, Ausstellungen, Messen, Museum, Roadshows, Veranstaltungen, Retail, Sonderbau, Architektur, Kinetik",2001,20—49,kubix GmbHD-10999 BerlinDeutschland,"Messe
Eventagenturen
Werbeagenturen",http://kubix-berlin.de,https://kubix-berlin.de/
DeeMATCH. Designagentur,"Designagentur für Menschen, Marken und Unternehmen unterschiedlicher Couleur.","DeeMATCH ist eine Designagentur für Menschen, Marken und Unternehmen unterschiedlicher Couleur und unsere Stärke ist Passung. Uns sind starke Kundenorientierung, exzellente Weit- und Umsichtigkeit und werteorientierte Unternehmensführung besonders wichtig. Stärken, Talente und Potenziale zu fördern, sehen wir als Kern-Aufgabe von DeeMATCH an. Wir lieben Kunden, die ähnlich denken und gemeinsam das Gleiche wollen wie wir:Menschen verbinden, fördern und gewinnen.",,2018,20—49,DeeMATCH. DesignagenturD-22769 HamburgDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://www.deematch.de,https://www.deematch.de/
Afkud Agentur für Kommunikation und Design GmbH & Co. KG,Wir kommunizieren glaubwürdig und verständlich – für Sie – mit Ihren Kunden – klassisch und modern.,"Seit vielen Jahren machen wir das, was uns Spaß macht. Und das merken unsere Kunden. Und das merken ganz besonders auch die Kunden unserer Kunden. Wir erarbeiten und verbreiten die Essenz – genau das, worauf es ankommt – und genau so, dass es wirkt. Online, offline und für das Office.","Markenwelten, Markenimage, Vermarktungsstrategie, Konzeption, Planung, Durchführung, Grafik, Online, Werbeproduktion, Wordvorlagen, Office Templates",,5—9,Afkud Agentur für Kommunikation und Design GmbH & Co. KGD-10551 BerlinDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://www.afkud.de/impressum/,https://www.afkud.de/
Federkiel & Partner GmbH,Kundengewinnung und Kundenbindung in Zeiten der digitalen Transformation.,"Die Werbeagentur Federkiel & Partner wurde bereits 1976 in Rosenheim gegründet. Seit 2009 ist sie in der zweiten Generation unterwegs und positioniert sich als Agentur für nachhaltige Kundengewinnung und Kundenbinung. Die Werbeagentur berät, konzeptioniert und setzt Kampagnen zur Kundengewinnung und Kundenbindung um. Der Fokus liegt hier bei allen digitalen und vernetzten Kommunikationsaufgaben.Das 10-Köpfige Team unterstütz mittelständische Unternehmen bei der Digitalisierung ihrer Geschäftsprozesse. Von der Steigerung der Sichtbarkeit (SEO / SEA / Social) über die Optimierung der Website (Webdesign / UX / Konditionierte Benutzerführung / CTA / Onpage-Optimierung) bis hin zu Dialogen entlang der Customer-Journey (E-Mail-Marketing / Marketing-Automation / Lead-Management) unterstütz die Rosenheimer Agentur ihre Kunden bei der Kundengewinnung und -Bindung über alle Touchpoints hinweg.Federkiel & Partner arbeitet auf Basis der Inbound-Methode.","Inbound-Marketing, Lead-Management, Marketing-Automation, E-Mail-Marketing, Webdesign, Entwicklung, Content-Marketing, SEO, Sea, Social-Media",1976,5—9,Federkiel & Partner GmbHD-83071 Schloßberg / RosenheimDeutschland,"Werbeagenturen
Internetagenturen
Web-
Konzepter",https://www.federkielundpartner.de/impressum,https://www.federkielundpartner.de/
blueRobin. Brand Marketing Communications GmbH,Brand Marketing Communications,"Als kreative Kommunikateure sind wir Sparringspartner, Impulsgeber und Ideenschmiede für unsere Kunden.blueRobin schafft erfolgreiche B2B-Kommunikation, von der strategischen Beratung über die kreative Konzeption bis zur professionellen Ausführung.","Corporate Design, Editorial Design, Information Design, Webdesign, Strategische Planung, Marketing-Planung, B2B-Kampagnen, Digital, Websites, Microsites, Online-Kampagnen, Consulting, Public Relation",2017,5—9,blueRobin. Brand Marketing Communications GmbHD-22767 HamburgDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://www.blue-robin.de/de/impressum,https://www.blue-robin.de/de
Vignold Group GmbH,"Konzeption, Organisation und Präsentation: Bei VIGNOLD sind Sie von Anfang an in besten Händen.","Egal, was wann wo verkauft werden soll: Wir unterstützen unsere Kunden bei der professionellen VKF-Kommunikation. Denn nur Marken, die sich gut verkaufen, sind auch starke Marken.Dabei können wir unseren Kunden ein Komplettpaket anbieten, das sie von Anfang an unterstützt. Wir liefern Ihnen nicht nur die besten Ideen, sondern auch die Gewissheit, diese mit der größtmöglichen Sicherheit effizient umzusetzen. Und zwar an jedem Sales-Touchpoint: im Web, Out-of-Home, bei Events, in Broschüren oder am PoS. Eine Produktionserfahrung von fast 90 Jahren ist da mehr als die halbe Miete.Dieses abgerundete Angebot kommt übrigens bei den Kunden gut an: u.a. nutzen Peek & Cloppenburg, C&A, Kaiser’s, toom Baumarkt, Messe Düsseldorf, ERGO Versicherungen, Globetrotter, hagebau und die Thalia Buchhandlung unsere Expertise.","Pos, Vkf, Print, Marketing, Digital Signage, Omnichannel, Multimedia",,100—199,Vignold Group GmbHD-40880 RatingenDeutschland,"Messe
Werbeagenturen
Internetagenturen",https://www.vignold.de/impressum/,https://www.vignold.de/
Iconomic Werbeagentur GmbH,Klassische Full Service Werbeagentur,"Mit über 30 Jahren Erfahrung als Full-Service Werbeagentur in Würzburg beraten wir unsere Kunden aus den unterschiedlichsten Branchen. Marketing, Werbung, Kommunikation, Corporate Publishing, Webseiten-Entwicklung inklusive SEO und Social Media gehören zu unseren Leistungen.","Marketing, Werbung, Webdesign, Corporate Publishing",1996,10—19,Iconomic Werbeagentur GmbHD-97209 VeitshöchheimDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",http://www.iconomic.de/impressum.php,https://www.iconomic.de/
Hd Agency,"HD AGENCY ist spezialisiert auf strategische Beratung, Markenentwicklung und Design","HD AGENCY ist spezialisiert auf strategische Beratung, Markenentwicklung und Design, die die Reichweite unserer Auftraggeber um ein Vielfaches erweitert. Seit 1986 betreuen wir Unternehmen aus dem Bereich eGovernment und Wirtschaft.Mit Erfahrung, Präzision und einem exzellenten Gespür für Ästhetik entwickeln wir nachhaltige User Experiences, da wir der Auffassung sind, das Design eine tragende Rolle in der Bildung und Stärkung Ihrer Marke spielt.","Strategy, Design, Consulting, Social Media",1986,100—199,Hd AgencyD-81373 MünchenDeutschland,"Werbeagenturen
Werbung
Corporate Designer",,http://www.hd.agency/
"Computer Futures, a trading division of SThree GmbH",Personalberatung für IT Fach- und Führungskräfte,"Computer Futures ist Ihr Spezialist für die Besetzung und Vermittlung von Positionen in IT & Tech. Die Welt von heute ist digital. Unsere Mission ist es, Talente aus IT & Tech zusammenzubringen und gemeinsam Zukunft zu gestalten. Wir verstehen uns als Schnittstelle zwischen Unternehmen und hochqualifizierten Kandidaten – und suchen für Sie nach dem „perfect match“. Damit Sie sich auf Ihre Kernaufgaben konzentrieren können. Seit der Gründung 1986 in London haben wir die Betreuung vor Ort weiter ausgebaut: Allein im deutschsprachigen Raum unterhalten wir Büros in München, Stuttgart, Frankfurt, Düsseldorf, Hamburg, Berlin, Zürich und Wien. Egal, wo Sie sind: Wir sind in Ihrer Nähe.","Java, PHP, C#, C++, Sap, Frontend, Backend, It Leiter, Softwareentwicklung, Entwickler, Developer",1986,500—999,"Computer Futures, a trading division of SThree GmbHD-60313 Frankfurt am MainDeutschland","Internetagenturen
Entwicklung
Web-
Konzepter",https://www.computerfutures.com/de/impressum,https://www.computerfutures.com/de/jobs/?utf8=%E2%9C%93&search%5Bquery%5D=Berekmeri&selected_locations=&disciplines=&job_types=&search%5Bradius%5D=&commit=
tricksiebzehn GmbH,Online-Werbeagentur,"Wir sind Web-Geeks, jeder mit seinem Spezialgebiet und seiner Passion.In Sachen Web-Technologien und Design kennen wir uns bestens aus. Unser Team besteht aus Web-Entwicklern, Webdesignern, Kommunikationsgestaltern und Usability-Profis. Ein paar Praktis sind auch immer anzutreffen.Unser Ziel ist es, unsere Kunden nicht mit komplexen Themen aus der Internet-Welt zu belästigen, sondern so zu beraten, dass sie unsere Arbeit nachvollziehen und uns uneingeschränkt vertrauen können.","Contao, Wordpress, Shopware, Frontend, HTML5, CSS3, Javascript, PHP, MySQL, Content, Webentwicklung, Softwareentwicklung",2018,5—9,tricksiebzehn GmbHD-73529 Schwäbisch GmündDeutschland,"Internetagenturen
Entwicklung
Web-
Konzepter",,https://www.tricksiebzehn.com/
Even On Sunday GmbH,"Interdisziplinäre Agentur für Marketing, Technologie und E-Commerce","EVEN ON SUNDAY ist eine interdisziplinäre Agentur für Marketing, Technologie und E-Commerce mit klarer Fokussierung auf die Fashion- und Lifestyle-Branche. Wir kreieren Marken- und Einkaufserlebnisse mit höchstem ästhetischem Anspruch, smarter Logik und nachhaltigem Wert.","E-Commerce, Fashion, Agentur, Marketing",2015,20—49,Even On Sunday GmbHD-20457 HamburgDeutschland,"Internetagenturen
Entwicklung
Web-
Konzepter",https://www.even-on-sunday.com/impressum,https://www.even-on-sunday.com/
"Kropp, Robert",Werbeagentur aus Köln mit Fokus auf Web und SEO,"Seit 2006 betreibe ich die Werbeagentur mit Sitz in Köln. Mein Portfolio erstreckt sich von SEO, Suchmaschinenmarketing sowie Webentwicklung und Webdesign für mittelständische Unternehmen.","SEO, Webdesign, Internetwerbung, Printkreation",2008,5—9,"Kropp, RobertD-51145 KölnDeutschland","Werbeagenturen
Internetagenturen
Web-
Konzepter",http://www.werbeagentur-koeln.net/kontakt.html,http://www.werbeagentur-koeln.net/
Das Kartell GmbH,Kommunikationsagentur,"Bei uns gibt es keinen Empfang. Man öffnet die Tür und ist mitten­drin. Wir sitzen auch lieber am Küchentisch, als im Konfi – mit Fotografen, Freelancern und Kunden. Weil wir es persönlich mögen und uns auch nach Feierabend gern noch auf einen Drink treffen.",,2016,10—19,Das Kartell GmbHD-12049 BerlinDeutschland,"Eventagenturen
Werbeagenturen",,http://www.das-kartell.net/
Brandit Strategie & Design GmbH,"Werbeagentur Köln – Printwerbung, Imagefilme, Online Marketing, Packaging Design","BRANDIT macht seit über 20 Jahren Markenkommunikation für Print-, Film- und Onlinemedien. Das Team aus Kreativen und Marketingfachleuten wird durch Spezialisten in der Programmierung, Fotoproduktion, Filmproduktion, 3D-Animation und der Druck-Produktion ergänzt. Wir lieben kurze, positive Arbeitsprozesse mit hochwertigen Ergebnissen, die unsere Auftraggeber langfristig begeistern.Unsere Leistungen umfassen:CORPORATE DESIGN /// Logoentwicklung, Geschäfts-Kommunikation FILM /// Imagefilm, TV Spot, Kino, Video-Online-Marketing PACKAGING DESIGN /// Launch, Relaunch PRINT /// Geschäftsliteratur, Anzeige, Direktmarketing, Plakat ONLINE /// Internet, Microsite, Viral, Intranet, Online Marketing (SEO, SEA, Employer Branding, Social Media)CORPORATE ARCHITECTURE /// Wandgestaltungen, Folierungen, Bildelemente","Werbeagentur Köln, Marketing Köln, Markenstrategie, Online Marketing, Design, Websites, Printwerbung, Packaging Design, Logoentwicklung, Corporate Design",,10—19,Brandit Strategie & Design GmbHD-50969 KölnDeutschland,"Werbeagenturen
Werbung
Corporate Designer",http://https://www.brandit.de/kontakt,https://www.brandit.de/
Thielker+Team Kommunikation GmbH & Co. KG,Full-Service-Kommunikationsagentur,THIELKER+TEAM ist eine der führenden Kommunikationsagenturen in der Region. Mit 20 festen Teammitgliedern am Standort Koblenz entwickeln wir nachhaltige Markenstrategien und kreative Kommunikationslösungen. Unsere Kunden sind meist über viele Jahre partnerschaftlich mit uns verbunden und schätzen die ganzheitliche und crossmediale Beratung und Betreuung.,"Thielker, Koblenz, Marketing, Marken, Werbung, Kommunikation, Markenkommunikation, Werbeagentur, Marketingagentur",,20—49,Thielker+Team Kommunikation GmbH & Co. KGD-56068 KoblenzDeutschland,"Werbeagenturen
Werbung
Corporate Designer",,https://www.thielkerteam.de/
Media Konrad GmbH,"Werbeagentur für Print, Online und Mobile","Wir finden für Ihren Werbeerfolg intelligente Lösungen, gehen neue Wege und schaffen kreative Ergebnisse.Wir machen Ihre Werbebotschaft greifbar, einprägsam und einzigartig. Emotional oder rational mit dem richtigen Konzept zur richtigen Zeit am richtigen Ort. Wir sind Spezialisten in Sachen Creative, Sales und Kommunikation. Uns treibt die Leidenschaft für unsere Arbeit und die Lust an der Sache an.Media Konrad ist beständig, flexibel, hellhörig und entwicklungsfreudig.",,,10—19,Media Konrad GmbHD-86356 NeusäßDeutschland,"Screendesign
Typografen/
Layouter
Internetagenturen",,https://www.konrad.media/
digifant GmbH,"digifant GmbH ist Ihr Partner für digitales Marketing, innovative Web-Applikationen und zielgerichtete Online-Kommunikation aus…","Bei digifant ergänzen sich frische Ideen und fachliches Know-How mit Branchenkenntnis und Erfahrung. Wir sehen Ihr digitales Inbound-Marketing als einen strategischen und integrierten Prozess, den wir auf allen Ebenen stärken: wir analysieren den Status Quo genauso wie unsere Lösungen, um unserem Anspruch an eine kontinuierliche Optimierung gerecht zu werden. Von der Konzeption bis zur Umsetzung begleiten wir Sie mit methodischer und fachlicher Expertise, durch die wir Ihre Online-Ziele schärfen und verfolgen. Auf dem Weg zum Ziel orientieren wir uns stets an Ihrem Geschäft, Ihrer Marke und dem zentralen Element aller Marketing-Aktivitäten: den Menschen, die Sie mit Ihren Produkten und Leistungen überzeugen.Als zertifizierte Partner Agentur für Google Adwords und Bing Ads freut sich unser professionelles Team auf die Zusammenarbeit bei der Planung, Umsetzung und Optimierung Ihrer Ziele im Online-Marketing.","Web-Applikationen, Online-Marketing, SEO, Sea, Sem, Internetagentur",2016,5—9,digifant GmbHD-69123 HeidelbergDeutschland,"Animation/
3D
Internetagenturen
Werbung",http://digifant.net/impressum/,https://digifant.net/
COEmarketing GmbH,Wir sind Ihre Verkaufsförderer!,Als Agentur-Partner stehen wir für Umsatz- und Effizienz-Steigerung im Mittelstand.Ein weiterer Fokus liegt auf Arbeitgebermarketing.,,2013,10—19,COEmarketing GmbHD-48653 CoesfeldDeutschland,"Werbeagenturen
Screendesign
Internetagenturen",https://www.coemarketing.de/de/impressum.html,https://www.coemarketing.de/de/
number7even – Digital agency Munich,"Affordable web application development services in Munich, Germany","As a full service digital & advertising agency, number7even offers it’s clients creative and strategic services in all modern communication disciplines. For products and services, from classic advertising to digital brand management, B2B and B2C. With focus on the Hospitality sector and specialization in outsourcing development teams.","Digital Agency Germany, Advertising Agency Munich ",2012,10—19,number7even – Digital agency MunichD-80999 MunichDeutschland,"Werbeagenturen
Internetagenturen",,https://number7even.com/
LeanPort digital technologies GmbH,"Zufreidenheit und Kundenanforderungen werden bei Leanport groß geschrieben, denn die Entwicklung und Neugestaltung einer…","Die Grundsteinlegung unserer Firma in der europäischen Geschäftsmarkt mit dem Firmensitz in Berlin wurde im Jahr 2016 erfolgreich gelegt. Seitdem sind wir eine der führenden 360° Full-Service-Marketing Agenturen. Unsere Leistungen sind Webdesign, Wordpress Schulung, Redesign, Content Management Systems, Suchmaschinenoptimierung, Online Shops. Wir HÖREN auf Ihre Wünsche, wir PLANEN akkurat, wir DESIGNEN, PUBLIZIEREN und ÜBERWACHEN. Wir dienen für E-Commerce und Business Webseiten und befassen uns mit Applikationen. Wir fokussieren nicht nur auf den professionelle Webauftritt für Mittelständler, sondern auch für maximale Conversion bei Suchoptimierung. Dies gilt auch für Online Shops. Die komplette Realisierung und Betreuung Ihrer Projekte im Bereich Marketing und Kommunikation nehmen wir in die Hand, und wir sind unseren Mitbewerbern weit voraus, denn wir planen ganz nach Ihren preisgünstigen Vorstellungen und versorgen Sie mit einem lösungsorienterten Kundenservice.",,2016,20—49,LeanPort digital technologies GmbHD-10557 BerlinDeutschland,"Werbeagenturen
Internetagenturen
Web-
Konzepter",,https://www.leanport.de/
Hey na!,Hey na! ist spezialisiert auf Foto- und Videoproduktion in der Welt des Digital Content.,"Hey na! ist spezialisiert auf Foto- und Videoproduktion in der Welt des Digital Content.Wir konzipieren, produzieren und realisieren Projekte in den Genres Creative​​​​​​​ Content, Image und Werbung. Von der Idee bis zur Veröffentlichung decken wir ein weites Spektrum aller Produktionsprozesse ab. Wir verstehen das Ergebnis unserer Arbeit als ein modernes Mittel, das dabei hilft, in einer komplexen digitalen Welt aufzufallen und Marken-Botschaften zu vermitteln. Unser Team bündelt Kompetenzen zwischen konzeptionellen, kreativen und produzierenden Gewerken und erreicht dadurch spitzenmässige Ergebnisse auf kürzestem Weg. Hey na! ist eine Plattform für Menschen mit unkonventionellen Denkansätzen in der Welt des Digital Content.We boost your content.","Videoproduktion, Fotoproduktion, Regisseure, Dop, Editor, Cutter, Drohne, Postproduktion, Digital Content, Werbung",2018,5—9,Hey na!D-12055 BerlinDeutschland,"Werbeagenturen
Film/
Video
Web-
Konzepter",https://heyna.berlin/imprint,https://heyna.berlin/
Augatos,AUGATOS Webdesign & Marketing Dienstleistungen,"AUGATOS ist eine digitale Agentur aus Köln, die sich auf die Entwicklung online basierter Business-Lösungen spezialisiert hat.WordPress Website-Entwicklung ist unsere technische Expertise, Design ist unsere kreative Leidenschaft, und Strategie unser Geheimrezept. Diese Elemente effektiv zu nutzen und sie für unsere Kunden in realistische Ergebnisse umzusetzen, ist unser Handwerk.","Webdesign, Wordpress, Performance, Online Marketing, Ppc, SEO, Sea, CSS, HTML",2018,10—19,AugatosD-50667 KölnDeutschland,"Internetagenturen
Web-
Konzepter
Corporate Designer",,http://augatos.com/
Schlasse GmbH,Full-Service-Werbeagentur,"B-to-B or B-to-C: Das ist für uns keine Frage. Wir sind keine Konsumgüter-Agentur, die nebenbei B-to-B macht. Wir machen nur Business-to-Business-Kommunikation. Und das aus Leidenschaft und Überzeugung, um erklärungsbedürftige Produkte und Dienstleistungen spannend zu inszenieren.","Kommunikation, Btob, Digital, Werbung, Marke, Online, Offline, Social Media, Full-Service, Webdesign, Grafikdesign, Layout, Marketing",,20—49,Schlasse GmbHD-40699 ErkrathDeutschland,"Messe
Werbeagenturen
Internetagenturen",,https://www.schlasse.de/
Popular Pictures GmbH,Kommunikationsagentur,"Die Kommunikationsagentur POPULAR bündelt die Kompetenzen aus drei spezialisierten Units: Public Relations, Creative Services und Medienproduktion. Zusammen bilden sie ein kleines Full-Service-Netzwerk, welches höchste Qualitätsansprüche mit einem sehr flexiblen Workflow zu verbinden weiß.",,1999,10—19,Popular Pictures GmbHD-20355 HamburgDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",http://popular.de,http://popular.de/
Baranek & Renger GmbH,Agentur für Markenkommunikation,"Wir begleiten unsere Kunden durch die Herausforderungen der Kommunikation auf allen Ebenen. Als Partner arbeiten wir mit unseren Kunden gemeinsam an der Übersetzung der Unternehmensziele in konkrete Kommunikationsakte. Als inhabergeführte Agentur aus Stuttgart verzichten wir auf komplexe Kommunikationsstrukturen. Wir sind direkt: ansprechbar, in unserer Meinung, in der Umsetzung und können so eine flexible und wirtschaftliche Arbeitsweise garantierten.","Branding, Konzeption, Webdesign, Content, Redaktion, Community Management",2014,5—9,Baranek & Renger GmbHD-70182 StuttgartDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://www.baranek-renger.de/impressum-datenschutz/,https://www.baranek-renger.de/
eBakery,eCommerce Agentur,"Sie möchten ein neues Warenwirtschaftssystem einführen, um die Herausforderungen im eCommerce zu stämmen? Als spezialisierte eCommerce-Agentur unterstützen wir Sie bei der Konzeption & Planung Ihres Onlineshop und das Online-Marketing inklusive der Schnittstelle zu den wichtigsten Internetverkaufsportalen und Marktplätzen wie eBay, Amazon, Rakuten, Hood.de, real.de im gleichen Erscheinungsbild Ihres Onlineshops. Unser Fokus liegt dabei stets auf der Entwicklung einer individuell an Sie angepassten Lösung inklusive eines synchron arbeitenden Warenwirtschaftssystems mit professioneller Lagerverwaltung.","Jtl Software, Afterbuy, Plentymarkets, Pixi, Shopware, Gambio, Shopify, Magento, Woocommerce",2014,5—9,eBakeryD-70182 StuttgartDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://ebakery.de/impressum/,https://ebakery.de/
SASsign GmbH & Co. KG,Fullservice Werbeagentur,"SASsign ist eine junge, dynamische Full-Service-Agentur, die nach dem Motto „Für den ersten Eindruck gibt es keine zweite Chance“ arbeitet. Von A wie Apps bis Z wie Zeitungsanzeige bieten wir unseren Kunden alles, was sie für ein erfolgreiches Marketing benötigen. Kreativität, Inspiration und Leidenschaft sind dabei die Grundbausteine für jedes unserer Projekte.","Webdesign, Grafikdesign, Webentwicklung, Fullservice, Werbeagentur",,5—9,SASsign GmbH & Co. KGD-24536 NeumünsterDeutschland,"Screendesign
Internetagenturen
Corporate Designer",https://sassign.de/impressum.html,https://sassign.de/
